1 6.672290 6.748642 11.244994
6 6.830102 6.938359 11.528702
11 6.080266 6.155795 10.610287
16 6.718349 6.785196 11.855790
21 6.620981 6.683141 11.392200
26 6.567106 6.687095 11.648461
31 6.609287 6.676706 11.152287
36 6.544758 6.626522 11.394823
41 6.540209 6.661305 11.569782
46 5.633807 5.709200 10.059617






